stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1124,,Barossa Rd before Dickson St,Barossa Rd/Dickson St In,-42.84757598477377,147.26733093962838,,,0,
1014,32,Barron Ave near Edinburgh Cres Junction,Barron Ave past Edinburgh Cres,-42.82461738463678,147.294722898513,,,0,
1351,1351,Battersby Drive near Canberra Rd,Battersby Dr/Canberra Rd In,-42.800508,147.245286,,,0,
4204,4204,Bayview College School Stop,Bayview College (Rokeby HS),-42.89663840359679,147.44686153894173,,,0,
4444,,Beach Rd / Snug Village Out,,-43.064922,147.258181,,,0,
3843,,Beach Rd near Recreation St,Kingston Beach Shops In,-42.98114633899165,147.32307238201517,,,0,
4199,,Bellerive Primary School,Bellerive Primary,-42.873156,147.372743,,,0,
1477,17,Bellerive Quay,Bellerive Village Out,-42.87488885107218,147.36701164943958,,,0,
1519,17,Bellerive Quay,Bellerive Village Inwards,-42.87488931566704,147.3669748795027,,,0,
12204:1,,Bennetts Furniture  Bungana Way,,-42.832332,147.466247,,,0,
12279:1,,Bicheno Information Centre,,-41.874622,148.303394,,,0,
1697,16,Bilinga St,Bilinga St before Quarry Rd,-42.86456455146662,147.37849375509876,,,0,
1602,23,Binalong Rd near Culgoa St,Binalong Rd before Culgoa St,-42.86271534668159,147.39006010354808,,,0,
1690,23,Binalong Rd near Culgoa St,Binalong Rd before Culgoa St,-42.8627284164158,147.3901997767811,,,0,
688,,Black Snake Rd,Black Snake Rd Out,-42.75366086597119,147.2287327866456,,,0,
1653,10,Bligh St before Shackleton St,Bligh St #10 Out,-42.85563828074282,147.3890640836546,,,0,
13015:1,,"Bradys Lake Junction, Lyell Hwy","Information Centre, Oldina Drive",-42.303569,146.450979,,,0,
13114:1,,"Bradys Lake Junction, Lyell Hwy",,-42.231147,146.4907,,,0,
13014:1,,"Bradys Lake Junction, Lyell Hwy",,-42.231176,146.490653,,,0,
648,,Brent St / Garfield Rd,Brent St past Garfield Rd,-42.83281468751781,147.25376104551515,,,0,
12119:1,,Bridge Street / Blair Street,"Bridge Street, cnr Blair Street",-42.737612,147.432784,,,0,
12019:1,,Bridge Street / Henry Street,Bridge Street opp Henry Street,-42.73668399999999,147.435517,,,0,
2817,,Brighton Central,Brighton Central In,-42.69879929055469,147.2521558301266,,,0,
4501,,Brighton Central,Brighton Central Out,-42.697875,147.252973,,,0,
4500,,Brighton Rd/Elderslie Rd,Brighton Rd/Elderslie Rd Out,-42.70239637569548,147.2493560318455,,,0,
4045,,Brightwater Rd / Tinderbox Rd,Brightwater Rd/Tinderbox Rd In,-43.02244395647188,147.31083427485817,,,0,
97044:1,,Brightwater Rd/Tinderbox Rd,Brightwater Rd/Tinderbox Rd Out,-43.0221458135127,147.31067929430998,,,0,
10001:1,,Brisbane St Bus Terminus,,-42.87934353,147.32360418,,,0,
10201:1,,Brisbane St Terminus,Brisbane St Bus Terminus 64 Brisbane St,-42.879368,147.323657,,,0,
13213:1,,"Bronte Park Junction, Lyell Hwy",,-42.167461,146.486352,,,0,
3936,,Brooker Ave,Brooker Avenue North Hobart,-42.86730699999999,147.319456,,,0,
3937,,Brooker Ave near Davenport St,Brooker Avenue Glebe,-42.87280899999999,147.324392,,,0,
1023,23,Brooker Hwy,Brooker Ave Stop 23 In (before overpass),-42.83608441836858,147.30154884984051,,,0,
554,0554,"Brooker Inn, O'Grady Ave",O Grady Ave (Brooker Inn) Out,-42.83772408037885,147.30430569639583,,,0,
2045,30,Browns Rd near Huon Rd,Huon Rd/Browns Rd #30 Out,-42.92807285865877,147.25043485751536,,,0,
12250:1,,Buckland Roadhouse Kent St,,-42.607734,147.719007,,,0,
2812,,Bundalla Rd near Beach Rd,Bundalla Rd / Peppermint Pl,-43.02972603627329,147.2720601487354,,,0,
14085:1,,Burnie - Mount St,,-41.0529061,145.90488017,,,0,
12044:1,,Burnside 3620 Tasman Hwy,,-42.695447,147.525955,,,0,
12144:1,,Burnside 3620 Tasman Hwy,,-42.695448,147.526106,,,0,
4044,,Burwood Dr / Brightwater Rd,Burwood Dr/Brightwater Rd In,-43.011102,147.313185,,,0,
97043:1,,Burwood Dr / Brightwater Rd,Burwood Dr/Brightwater Rd Out,-43.01093582289638,147.31282646750984,,,0,
14220:1,,Bus Shelter Midlands Hwy,Bus Sheltar Midlands Hwy,-41.577744,147.175745,,,0,
13102:1,,"Bus shelter, Andrew Street",,-42.151127,145.318106,,,0,
15149:1,,"Bus Shelter, Arthur Hwy",,-42.806354,147.631718,,,0,
717,,Cadbury Estate Terminus,CADBURY RD TERMINUS #56,-42.7914178,147.2660828,,,0,
709,,Cadbury Rd / Bilton St (Set-Down Only),Cadbury/Bilton (Set-Down) Out,-42.790931,147.25707,,,0,
2423,2423,Calvin Christian School,Calvin (School Stop Outside),-42.97949657819232,147.3048708798535,,,0,
19208:1,,Calvin Christian School,,-42.9795,147.304869,,,0,
12108:1,,Cambridge Caravan Park Richmond,,-42.832316,147.444172,,,0,
12111:1,,Cambridge Farm 701 Richmond Rd,,-42.80369799999999,147.422918,,,0,
12202:1,,Cambridge Homemaker Cambridge Park,Cambridge Homemaker Cambridge Pa,-42.834531,147.468752,,,0,
19020:1,,"Cambridge Kitchen, Cambridge Road",,-42.83679,147.441626,,,0,
4192,,Cambridge Rd (near Ayres Crt),Cambridge Rd/Ayres Crt Out,-42.8385289348597,147.4283339082252,,,0,
1700,,Cambridge Rd / Grahams Rd,Cambridge Rd/Grahams Rd In,-42.85211238201746,147.42104707028602,,,0,
19015:1,,Cambridge Rd before Dampier St,,-42.859899,147.382379,,,0,
19017:1,,Cambridge Rd before Shackleton St,Cambridge Rd before Shackleton St Out,-42.85768188,147.390781,,,0,
12007:1,,Cambridge Rd cnr Richmond Rd,,-42.836656,147.440711,,,0,
19016:1,,Cambridge Rd Stop 26 Out,,-42.85853320999999,147.388216,,,0,
19014:1,,Cambridge Road before Edgeworth St,Cambridge Road before Edgeworth St Out,-42.86178669,147.379207,,,0,
19118:1,,Cambridge Road past Maxwells Road,,-42.83485997812265,147.44979346584833,,,0,
2283,,Cambridge Village,[NB4] CAMBRIDGE VILLAGE IN,-42.83664273127935,147.44234688,,,0,
2273,,Cambridge Village,Cambridge Village Out,-42.83668872843644,147.44167837294853,,,0,
15051:1,,Campbell St near Macquarie St,Campbell St / Macquarie St,-42.88073836,147.33233035,,,0,
13212:1,,"Car Park, Lake St Clair Road",,-42.116515,146.174464,,,0,
12158:1,,Caravan Park 4 Vicary St,,-42.508241,147.911073,,,0,
12058:1,,Caravan Park 4 Vicary Street,,-42.508293,147.910662,,,0,
1598,19,Carbeen St near Binalong Rd,Carbeen St past Binalong Rd,-42.86268529229335,147.3838675928845,,,0,
4123,,Carella Park / Oceana Dr,Oceana Drive/Carella Park Out,-42.89203514728708,147.4130628672582,,,0,
4125,,Carella Park / Oceana Dr,Oceana Drive / Carella Park In,-42.891996,147.413048,,,0,
19109:1,,Channel Hwy,Channel Hwy/McDonalds Roundabout In,-42.9757258,147.3054081,,,0,
1947,1947,Channel Hwy (Shot Tower),Channel (Shot Tower) #33 Out,-42.95827126921028,147.33701498578824,,,0,
1865,1865,Channel Hwy (Shot Tower),Channel (Shot Tower) #32 In,-42.95782892805587,147.3372406279214,,,0,
1873,27,Channel Hwy (Taroona High School),Channel (Taroona HS) #27 In,-42.94308410425915,147.35223768390438,,,0,
11155:1,,Channel Hwy / Autumn Rd,Channel Hwy cnr Autumn Rd,-43.12584455801175,147.0449372194435,,,0,
11052:1,,Channel Hwy / Cherry Rd,Channel Hwy cnr Cherry Rd,-43.096701,147.028859,,,0,
11157:1,,Channel Hwy / Connors Rd,Channel Hwy cnr Connors Rd,-43.14907348361344,147.068591104335,,,0,
11152:1,,Channel Hwy / Cradoc Hill Rd,Channel Hwy cnr Cradoc Hill Rd,-43.0979642,147.02973138675557,,,0,
11154:1,,Channel Hwy / Cygnet Coast Rd,Channel Hwy cnr Cygnet Coast Rd,-43.11426965785791,147.0359705324018,,,0,
11055:1,,Channel Hwy / Kellys Rd,Channel Hwy cnr Kellys Rd,-43.12701336301261,147.04597296,,,0,
1949,35,Channel Hwy / Lynden Rd,Channel Hwy/Lynden #35 Out,-42.97093376048442,147.33177894691832,,,0,
11051:1,,Channel Hwy / Morgans Rd,Channel Hwy cnr Morgans Rd,-43.04313602990653,147.05224164250728,,,0,
1877,23,Channel Hwy / Oakleigh Ave,Channel Hwy/Oakleigh #23 In,-42.93253515739322,147.3562243322791,,,0,
1868,30,Channel Hwy / Orana Pl,Channel Hwy/Orana Pl #30 In,-42.95046286053079,147.34500478634325,,,0,
1673,,Channel Hwy / Oxleys Rd,Kettering (Oxleys Rd) In,-43.12873366,147.24692547542625,,,0,
1861,37,Channel Hwy / Proctors Rd,Channel Hwy/Proctors #37 In,-42.97049081,147.31998609,,,0,
1952,38,Channel Hwy / Proctors Rd,Channel Hwy/Proctors #38 Out,-42.97058706935092,147.31969083757807,,,0,
11057:1,,Channel Hwy / Stevens Rd,Channel Hwy cnr Stevens Rd,-43.14899663041389,147.0685415,,,0,
1948,34,Channel Hwy / Taronga Rd,Channel Hwy/Taronga #34 Out,-42.96459862826316,147.3317470031998,,,0,
3433,33,Channel Hwy / Taronga Rd,Channel Hwy/Taronga #33 In,-42.96359279879619,147.33163619881128,,,0,
11153:1,,Channel Hwy Cradoc Park,,-43.10579194778429,147.03423643584733,,,0,
1864,34,Channel Hwy near Lynden Rd,Channel Hwy #34 In,-42.970905,147.331755,,,0,
11054:1,,Channel Hwy opp Cygnet Coast Rd,,-43.11407468189841,147.0360700922978,,,0,
11056:1,,Channel Hwy opp Wallace Rd,,-43.13598448,147.05426756395428,,,0,
2388,,Channel Hwy past Rays Ct,Channel Hwy/Rays Ct In,-42.99725261203706,147.27853505402754,,,0,
1942,29,Channel Hwy past Taroona Cr,Channel Hwy/Taroona #29 Out,-42.94907172444487,147.34710398508773,,,0,
11156:1,,Channel Hwy Wallace Rd,,-43.13622127514184,147.05441645206344,,,0,
3857,,Channel Hwy/Beach Rd,MIDDLETON TERMINUS,-43.2324651,147.25321486,,,0,
3934,,Channel Hwy/Bloomsbury Ln,Channel Hwy/Doughboy Dr Out,-43.11309633137266,147.24395543935427,,,0,
4338,,Channel Hwy/Bloomsbury Ln,Channel Hwy/Bloomsbury Ln In,-43.11289,147.243398,,,0,
4334,,Channel Hwy/Clear Creek Rd,Channel Hwy/Clear Creek Rd Out,-43.14918018373007,147.2397811077999,,,0,
4333,,Channel Hwy/Clear Creek Rd,Channel Hwy/Clear Creek Rd In,-43.1493299655467,147.23982842884595,,,0,
4360,,Channel Hwy/Fleurtys Ln,Flowerpot (Gallaghers Rd) In,-43.19200324945618,147.2472165369388,,,0,
4361,,Channel Hwy/Fleurtys Ln,Flowerpot (Fleurtys Ln) Out,-43.192044,147.247283,,,0,
4054,,Channel Hwy/Graham St,Electrona In,-43.05153628736123,147.26254340934685,,,0,
4363,,Channel Hwy/Gumpits Rd,Birchs Bay (Gumpits Rd) Out,-43.17682737275773,147.2362721810133,,,0,
4362,,Channel Hwy/Gumpits Rd,Birchs Bay (Gumpits Rd) In,-43.17679348300103,147.23626273410525,,,0,
3932,,Channel Hwy/Howden Rd,Channel Hwy/Howden Rd Out,-43.0078479229472,147.27222217468957,,,0,
2386,,Channel Hwy/Howden Rd,Channel Hwy/Howden Rd In,-43.00780303787306,147.27225100830168,,,0,
4358,,Channel Hwy/Millers Rd,Middleton (Millers Rd) In,-43.21785875530813,147.25475113365363,,,0,
4359,,Channel Hwy/Millers Rd,Middleton (Millers Rd) Out,-43.21784873192536,147.25474890596357,,,0,
4517,,Channel Hwy/Nicholls Rivulet Rd,Oyster Cove Out,-43.10629990574557,147.24473680191005,,,0,
4383,,Channel Hwy/Nicholls Rivulet Rd,Oyster Cove In,-43.106304,147.24471,,,0,
4341,,Channel Hwy/Old Station Rd,Channel Hwy/Old Station Rd Out,-43.074494,147.256693,,,0,
1678,,Channel Hwy/Old Station Rd,Channel Hwy/Old Station Rd In,-43.07463259414837,147.25670833202287,,,0,
4367,,Channel Hwy/Oxleys Rd,Kettering (Oxleys Rd) Out,-43.12880368326808,147.24702294016947,,,0,
4371,,Channel Hwy/Powers Rd,Channel Hwy/Powers Rd Out,-43.08120304758017,147.25450369378007,,,0,
4370,,Channel Hwy/Powers Rd,Channel Hwy/Powers Rd In,-43.08123299999999,147.254501,,,0,
4356,,Channel Hwy/Slab Rd,Middlton (Slab Rd) In,-43.21928501376389,147.25507230199318,,,0,
4357,,Channel Hwy/Slab Rd,Middleton (Slab Rd) Out,-43.21943499999999,147.255143,,,0,
4372,,Channel Hwy/Snug Tiers Rd,Snug (Snug Tiers Rd) In,-43.06656480355735,147.2552974364091,,,0,
2329,,Channel Hwy/Van Morey Rd,Margate (Community Hall) In,-43.028974,147.26317,,,0,
4339,,Channel Hwy/Waldie Dr,Channel Hwy/Waldie Dr In,-43.094183,147.244723,,,0,
4340,,Channel Hwy/Waldie Dr,Channel Hwy/Waldie Dr Out,-43.094137,147.244845,,,0,
4335,,Channel Hwy/Whittons Rd,Channel Hwy/Whittons Rd In,-43.13907158907545,147.24467672883753,,,0,
4336,,Channel Hwy/Whittons Rd,Channel Hwy/Whittons Rd Out,-43.13903598352719,147.2447006123972,,,0,
1672,,Channel Hwy/Woodbridge Hill Rd,Woodbridge (General Store) In,-43.16010639573522,147.2387773754672,,,0,
4366,,Channel Hwy/Woodbridge Hill Rd,Woodbridge (Hall) Out,-43.16000768602332,147.23885922055825,,,0,
673,,Chigwell / Kanella Ave,KANELLA AVE TERMINUS #44,-42.80930516,147.2475581,,,0,
3771,3771,Church St (Kingston Primary School),Church St (Kingston PS) In,-42.977675,147.310006,,,0,
3814,3814,Church St (Kingston Primary School),Church St (Kingston PS) Out,-42.977444,147.310556,,,0,
1480,,Church St near Bellerive Oval,Church St / Bellerive Oval Main Gates,-42.87630558159841,147.37335292812816,,,0,
8317:1,37,Claremont / Main Rd,Claremont #37 In (s),-42.79210539,147.2542787,,,0,
3924,,Claremont College,,-42.794983,147.251441,,,0,
1214,52,Claremont Link Rd,Claremont Link Rd #45 In,-42.80036391,147.2476664,,,0,
695,52,Claremont Link Rd / Canberra Rd,Claremont Link Rd #45 Out,-42.80041052,147.2476214,,,0,
1636,1636,Clarence Campus,Clarence TAFE (Admin),-42.84993248,147.38166610313954,,,0,
4211,,Clarence High School,,-42.87867678658873,147.3880015267359,,,0,
1428,3,Clarence Sports Centre,Tasman Hwy (Bridge) #3 In,-42.86293588397821,147.35943770209812,,,0,
1635,1635,Clarence TAFE (before Gates),Clarence TAFE (Gates),-42.85161538719343,147.3796248088673,,,0,
2242,78,Clarendon Vale Primary School,Mockridge Rd outside CV Primary,-42.88626959102528,147.44460014142413,,,0,
1391,,Clifton Beach,CLIFTON BEACH TERMINUS,-42.98699009181285,147.51838981111771,,,0,
896,16,Cnr Lansdowne Cr / Petty St,Lansdowne Cr/Petty St In,-42.88147367,147.3097078765742,,,0,
1374,,Cnr Spitfarm Rd & Marsh St,Spitfarm Rd/Marsh St In,-42.98988099999999,147.405089,,,0,
519,,Cnr. Grove Rd / McKay Ave,Grove Rd/McKay Ave Out,-42.82721319285821,147.27551063415288,,,0,
12028:1,,Colebrook / Tea Tree Rd,Colebrook cnr Tea Tree Rd,-42.679691,147.429739,,,0,
12232:1,,Colebrook Cafe,,-42.534165,147.36384,,,0,
12126:1,,Colebrook Rd (Carrington),,-42.704208,147.429624,,,0,
12027:1,,Colebrook Rd / Enfield Lane,Colebrook Rd cnr Enfield Lane,-42.690227,147.429074,,,0,
12127:1,,Colebrook Rd / Fingerpost Rd,Colebrook Rd cnr Fingerpost Rd,-42.690227,147.429074,,,0,
12128:1,,Colebrook Rd / Tea Tree Rd,Colebrook Rd near Tea Tree Rd,-42.68077,147.42986,,,0,
905,,Collins St/Harringston St,Collins St/Harrington St In,-42.88510706476705,147.32512545369352,,,0,
906,,Collins St/Murray St,Collins St/Murray St In,-42.88373125089337,147.32685253252555,,,0,
14278:1,,Conara,,-41.83056939,147.4374174,,,0,
1904,4,"Conservatorium, Sandy Bay Rd",Sandy Bay/Wilmot #4 In,-42.88698999999999,147.32845,,,0,
15246:1,,"Copping Museum, 2217 Arthur Hwy",,-42.819631,147.799729,,,0,
540,0540,"Cornelian Bay, Queens Walk",Cornelian Bay Out,-42.8548627934963,147.31887435465632,,,0,
14200:1,,Cornwall Sq,,-41.435238,147.13591,,,0,
2772,,Corpus Christi Catholic School,Corpus Christi (Alma St),-42.87165838743409,147.37247675808044,,,0,
14270:1,,Cradle Mountain Transit,,-41.58158,145.937774,,,0,
2250,2250,Cremorne,Cremorne Central,-42.9568657987001,147.53299852231999,,,0,
4052,,Crescent Dr near Incana Rd,Crescent Dr before Incana Rd,-43.03112687568169,147.26492541825823,,,0,
4061,,Crescent Dr near Incana Rd,Crescent Dr before Channel Hwy,-43.0311461253873,147.26503232845155,,,0,
1603,24,Culgoa St near Darri St,Culgoa St before  Darri St,-42.86152899999999,147.38911,,,0,
3737,,Cygnet,Cygnet Post Office,-43.16033010774662,147.07588186213127,,,0,
11260:1,,Cygnet Bus Terminus,,-43.162152,147.078585,,,0,
3779,,Cygnet Primary School,Louisa St Cygnet,-43.15823023756805,147.0711704171509,,,0,
3775,,Cygnet Town Hall,,-43.16180792145658,147.07702207239714,,,0,
19004:1,,Davey St (Angelsea Barracks),,-42.88798328149932,147.32511971049757,,,0,
19005:1,,Davey St (St Anns),,-42.890371,147.322035,,,0,
13211:1,,"Derwent Bridge Hotel, Lyell Hwy",,-42.135079,146.231296,,,0,
13124:1,,Derwent Entertainment Centre,"Bus bay, Derwent Entertainment Centre, Brooker Hwy ",-42.826224,147.281083,,,0,
13024:1,,Derwent Entertainment Centre,"Derwent Entertainment Centre, Brooker Hwy",-42.826171,147.278247,,,0,
14273:1,,Devonport,,-41.179457,146.363127,,,0,
13207:1,,Dixon St,,-42.08169725860721,145.55865670690415,,,0,
13007:1,,Dixon St Out,,-42.081811,145.558649,,,0,
2425,2425,Dominic College (School Stop),Dominic College (Inside Grounds),-42.8476205335304,147.2557217482407,,,0,
11093:1,,Dover Sports Ground Huon Hwy,,-43.32502690384709,146.9916665546839,,,0,
11193:1,,Dower Sports Oval Huon Hwy,,-43.32512402916242,146.9911870810477,,,0,
827,,Dowsing Point,Goodwood Rd (Dowsing Pt) Out,-42.82318815085811,147.29573699395925,,,0,
1373,,Driftwood Dr near Bodega Crt,Driftwood Drive,-42.98741559039884,147.4076323985874,,,0,
15141:1,,"Dunalley Bakery, 168 Arthur Hwy",,-42.890072,147.806103,,,0,
15139:1,,"Dunalley Pub, 210 Arthur Hwy",,-42.892986,147.805045,,,0,
1996,,Dynnyrne / Alexander St,Alexander St Dynnyrne In,-42.9023462566067,147.32298409599113,,,0,
1337,1337,E Derwent Hwy (Herdsmans Cove),E Derwent Hwy (Herdsmans) Out,-42.74703610462844,147.26312448106896,,,0,
797,0797,E Derwent Hwy (Herdsmans Cove),E Derwent Hwy (Herdsmans) In,-42.74701416864882,147.26291884571953,,,0,
1336,1336,E Derwent Hwy (Jordan River),E Derwent Hwy (Jordan River) Out,-42.74156017317644,147.25136438828878,,,0,
796,0796,E Derwent Hwy (Jordan River),E Derwent Hwy (Jordan River) In,-42.74115148889809,147.25075740113982,,,0,
2369,,E Derwent Hwy / Saundersons Rd,E Derwent Hwy/Saundersons Rd In,-42.8181311789801,147.32232199432664,,,0,
2375,,E Derwent Hwy / Saundersons Rd,E Derwent Hwy/Saundersons Rd Out,-42.8181641089756,147.3218502443084,,,0,
13121:1,,"Eagle Cafe, Hamilton Road",,-42.777459,147.064857,,,0,
2311,13,East Derwent Hwy,East Derwent Hwy Stop 13 In,-42.84013547470544,147.35207662277716,,,0,
2305,19,East Derwent Hwy,E Derwent Hwy opp Risdon Brk Htl,-42.81368007815994,147.3378627184321,,,0,
2372,,East Derwent Hwy (Bowen Bridge),E Derwent Hwy (Bowen Bridge) Out,-42.8154703,147.31744918,,,0,
3921,3921,East Derwent Hwy / Cassidys Rd,E.Derwent Hwy (Cassidys Bay) In,-42.78285799999999,147.286766,,,0,
831,0831,East Derwent Hwy near Clives Ave,E.Derwent Hwy (Old Beach) In,-42.77819444228241,147.2778216575777,,,0,
3913,,East Derwent Hwy near Compton Rd,E Derwent Hwy past Compton Rd Out,-42.7665006932722,147.26999693525846,,,0,
3867,,East Derwent Hwy near Cove Hill Rd,E Derwent Hwy/Midland Hwy Out,-42.73431167504041,147.24070365704054,,,0,
1328,1328,East Derwent Hwy near Direction Dr,E.Derwent Hwy/Direction Dr In,-42.811863,147.307165,,,0,
3907,3907,East Derwent Hwy near Direction Dr,E.Derwent Hwy/Direction Dr Out,-42.81223399999999,147.308112,,,0,
830,0830,East Derwent Hwy near Fouche Ave,E.Derwent Hwy (Old Beach) Out,-42.77818892406368,147.27787592574774,,,0,
3912,,East Derwent Hwy near Old Beach Rd,E Derwent Hwy / Old Beach Rd Out,-42.7696474207796,147.2693408254359,,,0,
3919,,East Derwent Hwy near Old Beach Rd,E Derwent Hwy (Old Beach North In),-42.77028523675578,147.26915652332934,,,0,
4315,,East Derwent Hwy near Riviera Dr,E Derwent Hwy opp Riviera Dr,-42.76263451634197,147.26915128260103,,,0,
4314,,East Derwent Hwy near Riviera Dr,E Derwent Hwy cnr Riviera Dr,-42.7629948919207,147.26930611646208,,,0,
3914,,East Derwent Hwy near Stanfield Dr,E Derwent Hwy before Stanfield Dr,-42.75892353545929,147.2676902947667,,,0,
19012:1,,"Eastlands Stop C, Bligh St",,-42.865753,147.369497,,,0,
19013:1,,Eastlands Stop D Bligh Street,,-42.86605475999999,147.369342,,,0,
19113:1,,"Eastlands Stop G, Bligh Street",,-42.86546278,147.3696316,,,0,
2434,,Eddington St (School Stop),,-42.73843354522333,147.2425079777209,,,0,
567,,Eleventh Ave (School Stop),,-42.84723394333961,147.2846050795445,,,0,
10003:1,,Elizabeth College Warwick Street,,-42.879007,147.317752,,,0,
951,,Elizabeth St - The  Friends School,School Stop (Friends School),-42.868618,147.311985,,,0,
1010,1010,Elwick Road (Express Stop),Elwick Rd (before Brooker Hwy),-42.82922666635587,147.28297239348302,,,0,
516,0516,Elwick Road (Express Stop),Elwick Rd (after Brooker Hwy),-42.829307,147.282918,,,0,
4251,,Emmanuel Christian School,,-42.900689,147.437918,,,0,
4169,,Estate Dr near Baileys Ln (Airport side),Estate Dr/International Cl Out,-42.853816,147.487458,,,0,
4171,4171,Estate Drive (near Baileys Ln),Estate Dr/Baileys Ln Out,-42.85830427,147.49144761,,,0,
4170,4170,Estate Drive (near Baileys Ln),Estate Dr/Baileys Ln In,-42.85831724,147.49140161014444,,,0,
1714,,Fairfield Rd Terminus,[NB4] FAIRFIELD RD TERMINUS IN,-42.83576248059857,147.35767204181622,,,0,
1769,,Fairfield Rd Terminus,FAIRFIELD RD TERMINUS OUT,-42.83540285367332,147.35766957781738,,,0,
2004,,Fern Tree,FERN TREE TERMINUS,-42.93371598554831,147.24189600908488,,,0,
12143:1,,Fingerpost Rd / Tasman Hwy,Fingerpost Rd cnr Tasman Hwy,-42.70855799999999,147.509384,,,0,
12043:1,,Fingerpost Rd / Tasman Hwy Junction,Fingerpost Rd cnr Tasman Hwy Junction,-42.708226,147.509649,,,0,
12168:1,,Fire Station 10889 Tasman Hwy,,-42.307898,147.962967,,,0,
12068:1,,"Fire Station, 10889 Tasman Hwy",,-42.307708,147.962765,,,0,
1104,,First Ave (School Stop),,-42.84665135076265,147.2855859054189,,,0,
11150:1,,Flood Rd,,-43.03255018455502,147.0599167622492,,,0,
15049:1,,"Forcett Pitstop, 703 Arthur Hwy",,-42.806485,147.632467,,,0,
914,,Forest Rd (Goulburn St Primary),Forest Rd (Goulburn St PS) In,-42.88788804507761,147.31782654732243,,,0,
19106:1,,Franklin Sq Elizabeth St,,-42.88296437260398,147.3307824840403,,,0,
3938,,Franklin Square,FRANKLIN SQUARE TERMINUS,-42.8829766585272,147.3307774556744,,,0,
12220:1,,Franklin Street Car Park,"Franklin Street Car Park, Franklin St",-42.734678,147.437592,,,0,
4311,4311,Freeman St near Memorial Park,Freeman St (Memorial Pk) In,-42.97615313088333,147.30804162021568,,,0,
13210:1,,"Frenchmans Cap Car Park, Lyell Hwy",,-42.208608,145.980763,,,0,
19121:1,,"Friends School, Argyle St","Cambridge Road, cnr Richmond Road",-42.83668873,147.4416784,,,0,
19028:1,,"Friends School, Argyle St",,-42.866332,147.313214,,,0,
833,833,Gage Road (North),GAGE RD (NORTH),-42.75083358,147.27461749,,,0,
807,0807,Gage Road (South),GAGE RD (SOUTH),-42.7508445796825,147.27454262623118,,,0,
2436,,Geilston Bay High School,Lindisfarne Nth PS-Geilston Bay,-42.8380812673631,147.35044467323596,,,0,
4252,4252,Gellibrand Dr / South Arm Rd,Gellibrand Dr/Sth Arm Rd In,-43.02482757252997,147.48317523321813,,,0,
4005,,Gellibrand Dr near South Arm Rd,Gellibrand Drive nr South Arm Rd,-43.02453480347886,147.4812101209098,,,0,
973,,Gerrard St / Creek Rd,Gerrard Street In,-42.85671327659253,147.2905351536109,,,0,
4552,,Glenorchy Bus Interchange,,-42.8335,147.2743,,,1,
2389,C,Glenorchy Stop C,[NB4] GLENORCHY I/CHANGE #C,-42.83327379039461,147.27436785553698,,,0,4552
4118,C,Glenorchy Stop C,GLENORCHY TERMINUS #C,-42.83313641326769,147.2744418425322,,,0,4552
2390,D,Glenorchy Stop D,[NB4] GLENORCHY I/CHANGE #D,-42.83369182,147.27413152940974,,,0,4552
8390,D,Glenorchy Stop D,GLENORCHY I/CHANGE #D [CENTRAL],-42.83369182,147.27413153,,,0,4552
2391,E,Glenorchy Stop E,[NB4] GLENORCHY I/CHANGE #E,-42.83364919752108,147.2741546016301,,,0,4552
8391:1,E,Glenorchy Stop E,GLENORCHY I/CHANGE #E [CENTRAL],-42.8336492,147.2741546,,,0,4552
4086,F,Glenorchy Stop F,GLENORCHY TERMINUS #F,-42.83367778797371,147.27413955900863,,,0,4552
2392,G,Glenorchy Stop G,[NB4] GLENORCHY I/CHANGE #G,-42.83354281395002,147.27421743323765,,,0,4552
3443,H,Glenorchy Stop H,[NB4] GLENORCHY I/CHANGE #H,-42.83342974217137,147.27428028786332,,,0,4552
2393,J,Glenorchy Stop J,[NB4] GLENORCHY I/CHANGE #J,-42.83309585681645,147.27445971052487,,,0,4552
1719,,Golf Links Rd near Christian School,Golf Links Rd before Highway,-42.83904987224848,147.35279464307047,,,0,
1764,,Golf Links Rd near Hedley Crt Junction,Golf Links Rd past Hedley Crt,-42.83900015036208,147.3531022848872,,,0,
4127,,Goodwins Rd / Mockridge Rd,Goodwins Rd past Mockridge Rd In,-42.88918917386116,147.44057441657992,,,0,
4126,,Goodwins Rd / Mockridge Rd,Goodwins Rd before Mockridge Rd Out,-42.889168,147.440527,,,0,
4153,4153,Goodwins Rd near Emerald Dr,Goodwins Rd/Emerald Dr In,-42.886749,147.431045,,,0,
4152,4152,Goodwins Rd near Emerald Dr,Goodwins Rd/Emerald Dr Out,-42.886593,147.430879,,,0,
510,31,Goodwood / Renfrew Cir,Renfrew Circle Stop 31 Out,-42.82602498665046,147.29166592569695,,,0,
826,,Goodwood Rd (Racecourse),Goodwood Rd (Racecourse) Out,-42.82655041752073,147.28851275562806,,,0,
514,,Goodwood Rd (Racecourse),Goodwood Rd (Racecourse) In,-42.82689820301652,147.28790938812557,,,0,
4034,,Goodwood Rd near Howard Rd,Goodwood Rd before Howard Rd,-42.82332811551247,147.2957929204562,,,0,
4215,,Gordon,GORDON TERMINUS,-43.26160576484457,147.24116141028256,,,0,
4214,,Gordon,GORDON TERMINUS,-43.261615,147.24113,,,0,
